Resolver IP,Last Event Date,Attempted Rankings,Successful Rankings,Top 10 Count,Top 25 Count,Top 50 Count,Top 75 Count,Top 100 Count,Top 200 Count
68.28.58.92,4/11/2019,684287,16544,82,205,603,1262,1774,12618
68.28.82.11,4/11/2019,684287,3938,78,134,245,258,449,2774
68.28.82.91,4/9/2019,684287,22547,129,286,996,2002,2995,16139
68.28.90.11,4/9/2019,684287,6277,172,663,1556,848,536,2502
68.28.90.91,4/11/2019,684287,30429,759,3244,6485,2636,2631,14674
68.28.114.11,4/11/2019,684287,4283,69,150,405,617,594,2448
68.28.114.91,4/11/2019,684287,33269,232,920,3417,5115,5497,18088
68.28.122.11,4/9/2019,684287,4057,118,219,616,683,519,1902
68.28.122.93,4/11/2019,684287,30479,321,1405,4621,4275,4133,15724
68.28.146.11,4/10/2019,684287,20408,401,1712,3849,1809,1903,10734
68.28.146.92,4/10/2019,684287,33141,748,3438,7232,2788,2911,16024
68.28.154.11,4/10/2019,684287,2930,65,142,242,269,300,1912
68.28.154.91,4/9/2019,684287,22217,134,259,975,1930,2980,15939
68.28.154.92,4/8/2019,684287,23423,143,290,1027,2056,3034,16873
68.28.178.11,4/10/2019,684287,3969,87,265,467,922,524,1704
68.28.178.91,4/10/2019,684287,31252,339,1316,3634,4739,3393,17831
68.28.186.11,4/10/2019,684287,3496,126,321,505,302,300,1942
68.28.186.91,4/10/2019,684287,30402,586,2753,2690,3184,3131,18058
68.28.242.91,4/11/2019,684287,25738,702,2254,2119,2731,2611,15321
68.28.250.11,4/11/2019,684287,4221,94,271,466,989,557,1844
68.28.250.92,4/9/2019,684287,28604,299,1119,3224,4493,3164,16305
68.87.64.146,4/12/2019,684287,108720,575,1370,6199,13171,14410,72995
68.87.64.150,3/30/2019,684287,14572,78,184,694,2090,2716,8810
68.87.64.154,4/9/2019,684287,10976,91,235,831,1882,2077,5860
68.87.68.162,4/12/2019,684287,38639,1383,2738,4449,3535,5447,21087
68.87.68.166,4/12/2019,684287,38930,1404,2755,4464,3538,5488,21281
68.87.68.170,4/10/2019,684287,18359,1242,2038,2630,1487,1969,8993
68.87.69.146,4/11/2019,684287,20226,3147,2230,1847,4532,2678,5792
68.87.69.150,4/12/2019,684287,27603,3179,1783,1768,3721,3237,13915
68.87.69.154,4/11/2019,684287,11791,1009,1271,1210,1481,1743,5077
68.87.71.226,4/11/2019,684287,28348,3436,316,955,3102,3176,17363
68.87.71.230,4/12/2019,684287,28523,3469,334,966,3081,3288,17385
68.87.72.130,4/12/2019,684287,46572,2813,3496,6325,4501,5398,24039
68.87.72.134,4/12/2019,684287,45264,2667,3298,6065,4394,5172,23668
68.87.73.242,4/12/2019,684287,37613,1184,1265,3725,6755,5837,18847
68.87.73.246,4/12/2019,684287,36817,1163,1171,3653,6248,5947,18635
68.87.74.162,4/12/2019,684287,28416,1161,2242,2074,2028,1270,19641
68.87.74.166,4/12/2019,684287,29291,1206,2274,2173,2153,1293,20192
68.87.75.194,4/12/2019,684287,77208,1868,1014,4558,10055,11913,47800
68.87.75.198,4/12/2019,684287,77997,1915,1012,4777,10307,12151,47835
68.87.76.178,4/11/2019,684287,44169,3005,2393,5601,7433,4099,21638
68.87.76.182,4/12/2019,684287,58574,2940,2572,6708,9755,5582,31017
68.87.77.130,4/5/2019,684287,49952,1877,434,2562,5930,4734,34415
68.87.77.134,4/7/2019,684287,56378,2116,436,2698,6859,5087,39182
68.87.78.130,4/11/2019,684287,25554,1141,1938,842,3053,6247,12333
68.87.78.134,4/11/2019,684287,26039,1202,1991,799,3139,6312,12596
68.87.85.98,4/12/2019,684287,35450,4489,570,1402,3772,6415,18802
68.87.85.102,4/12/2019,684287,35460,3811,473,1623,3312,4734,21507
68.93.224.10,4/12/2019,684287,1555,77,119,210,190,201,758
68.94.156.1,4/12/2019,684287,137197,19259,17271,27805,18379,15084,39399
68.94.156.2,4/11/2019,684287,1519,71,95,187,195,190,781
68.94.157.1,4/12/2019,684287,144541,18320,16342,27225,18819,16250,47585
68.100.16.25,4/11/2019,684287,46579,1166,2734,5761,6985,7486,22447
68.100.16.30,4/11/2019,684287,46429,1258,2775,5675,6849,7409,22463
68.105.28.11,4/11/2019,684287,48772,11508,5096,7448,3831,2949,17940
68.105.28.12,4/11/2019,684287,48596,11814,5019,7235,3748,3052,17728
68.105.28.46,4/11/2019,684287,2241,232,162,224,227,236,1160
68.105.28.47,4/8/2019,684287,2176,226,160,207,210,231,1142
68.105.28.48,4/12/2019,684287,2194,238,138,197,210,246,1165
68.105.28.82,4/11/2019,684287,2183,183,190,221,232,217,1140
68.105.28.108,4/10/2019,684287,2378,108,113,220,243,340,1354
68.105.28.139,4/10/2019,684287,2040,111,148,231,291,319,940
68.105.28.140,4/10/2019,684287,2101,122,150,246,295,341,947
68.105.28.141,4/12/2019,684287,2117,114,155,248,299,337,964
68.105.28.142,4/11/2019,684287,2171,116,185,224,302,333,1011
68.105.29.11,4/11/2019,684287,40048,4935,2746,5249,4446,3806,18866
68.105.29.12,4/11/2019,684287,42795,5040,3061,5515,4787,4191,20201
68.105.29.80,4/12/2019,684287,2079,149,124,214,267,234,1091
68.105.29.108,4/12/2019,684287,2123,149,192,355,246,215,966
68.105.29.109,4/11/2019,684287,2345,171,193,385,329,226,1041
68.105.29.110,4/11/2019,684287,2743,190,216,462,354,249,1272
68.105.29.111,4/9/2019,684287,2120,149,197,346,318,186,924
68.105.29.139,4/4/2019,684287,1983,121,112,194,210,229,1117
68.105.29.237,4/10/2019,684287,1947,87,102,197,212,216,1133
68.111.16.25,4/11/2019,684287,23862,2373,1645,2486,3617,2513,11228
68.111.16.30,4/11/2019,684287,23680,2509,1609,2423,3524,2563,11052
68.115.71.53,4/12/2019,684287,13316,1871,364,488,993,1439,8161
68.116.46.70,4/12/2019,684287,7206,722,432,1465,1160,512,2915
68.185.34.67,4/11/2019,684287,4402,151,227,524,743,417,2340
68.189.122.19,4/8/2019,684287,11252,116,148,351,505,772,9360
68.237.161.12,4/12/2019,684287,93432,3498,5951,11570,12182,13218,47013
68.237.161.14,4/12/2019,684287,92543,2685,5678,11559,12194,12957,47470
68.238.96.12,4/12/2019,684287,76487,1009,2321,5658,5744,10725,51030
68.238.112.12,4/12/2019,684287,72848,4067,7689,7435,6991,6975,39691
68.238.112.14,4/12/2019,684287,71807,3495,7598,7305,6674,7070,39665
68.238.128.12,4/12/2019,684287,51601,1171,2079,2925,5207,7691,32528
69.1.30.11,4/8/2019,684287,1515,105,117,175,202,186,730
69.7.192.1,4/11/2019,684287,293706,3797,13460,30457,26380,36716,182896
69.7.192.2,4/12/2019,684287,297527,3814,13447,30906,26922,37106,185332
69.9.129.9,4/9/2019,684287,11534,138,237,725,1764,1596,7074
69.9.144.10,4/10/2019,684287,6223,103,165,519,1006,683,3747
69.26.64.253,4/9/2019,684287,4757,216,136,411,509,441,3044
69.26.64.254,4/11/2019,684287,4761,218,154,384,496,429,3080
69.26.129.2,4/11/2019,684287,45052,2768,4074,4895,5115,5611,22589
69.28.207.4,4/11/2019,684287,5136,417,758,561,322,473,2605
69.28.239.8,4/12/2019,684287,13175,512,544,2298,882,890,8049
69.28.239.9,4/12/2019,684287,13277,506,512,2299,873,893,8194
69.39.94.10,4/6/2019,684287,1477,104,104,177,186,166,740
69.43.204.150,4/10/2019,684287,13822,293,369,1141,2212,1263,8544
69.43.204.151,4/10/2019,684287,13679,318,366,1098,2202,1259,8436
69.45.176.5,4/10/2019,684287,19294,134,361,1924,2536,3363,10976
69.46.192.4,4/10/2019,684287,5063,87,138,268,301,440,3829
69.51.76.26,4/11/2019,684287,35484,202,379,1550,3544,4172,25637
69.51.76.36,4/10/2019,684287,7615,144,181,553,1041,632,5064
69.54.70.15,4/12/2019,684287,31828,1718,3798,5842,2784,2806,14880
69.56.222.10,4/11/2019,684287,20165,668,1776,3438,2327,1808,10148
69.57.17.129,4/11/2019,684287,8398,145,229,445,584,747,6248
69.57.18.161,4/10/2019,684287,2940,72,136,258,299,287,1888
69.59.192.61,4/9/2019,684287,9427,156,346,1363,1200,816,5546
69.59.192.62,4/9/2019,684287,9717,135,356,1392,1235,908,5691
69.59.192.71,4/9/2019,684287,9829,172,349,1383,1230,853,5842
69.60.160.196,4/12/2019,684287,203187,2374,11690,24651,19365,18708,126399
69.60.160.203,4/12/2019,684287,246383,3522,15752,30726,24364,23627,148392
69.63.44.12,4/9/2019,684287,1571,96,144,192,172,208,759
69.63.44.13,4/10/2019,684287,1438,65,115,186,167,182,723
69.63.44.14,4/11/2019,684287,1606,100,146,195,198,192,775
69.63.44.106,4/11/2019,684287,29083,326,2291,2729,1741,2486,19510
69.63.44.108,4/11/2019,684287,35334,398,2883,3055,2365,3312,23321
69.63.44.109,4/9/2019,684287,23436,261,1940,2534,1380,1922,15399
69.63.160.5,4/12/2019,684287,1517,65,124,188,183,185,772
69.64.224.67,4/10/2019,684287,35483,799,2817,2981,2976,4543,21367
69.67.97.18,4/12/2019,684287,166249,3102,1651,4893,15785,24190,116628
69.67.254.2,4/8/2019,684287,101010,2404,1878,5801,10412,12535,67980
69.72.0.2,4/10/2019,684287,8164,84,175,454,708,930,5813
69.72.74.3,4/9/2019,684287,4778,81,129,294,308,414,3552
69.72.104.3,4/9/2019,684287,5489,92,150,248,334,432,4233
69.72.244.162,4/10/2019,684287,1363,60,108,154,186,159,696
69.90.138.2,4/9/2019,684287,6406,498,486,426,517,709,3770
69.93.160.202,4/11/2019,684287,1401,60,108,191,148,164,730
69.145.232.4,4/12/2019,684287,25343,1025,828,1027,1941,3028,17494
69.145.248.4,4/12/2019,684287,15572,658,435,612,1169,1643,11055
69.145.248.50,4/12/2019,684287,16783,673,423,681,1196,1757,12053
69.146.17.2,4/12/2019,684287,12999,568,299,1279,1314,1376,8163
